id,distancia,rota
1,590.6227065772124,"[ 1 23 29 32  9 27  8 44 24 49 28  1 46 34 40 11 31 51 10 50 39 12  1 13
 38 16 45 43 20 41 42 19 48  1  2  4 37 36 21 30 22 35 17  3  1  7 25 15
 26 14  5 18  6 33 47  1]"
2,576.0848107509198,"[ 1 33 17 51 30 22 35 10 39 12 47  1 18 38 16 45 43 20 41 42 19  7  1  3
 21 36 37  4 29 32 23  2 28  1 13  6 50 11 31 40 34 46  5 48  1 14 26 15
 25 44 24  8 27  9 49  1]"
3,583.299820451545,"[ 1 19 26 14 42 41 20 43 18  5 48  1  6 50 11 46 34 40 31 35 10 39  1  2
 23  4 37 36 21 30 22 51 17  1  7 28 33  3 12 16 45 38 13 47  1 49  9 29
 32 27  8 24 44 25 15  1]"
4,599.8787180297221,"[ 1 47 48  5 43 20 41 42 14 19  7  1 28  2 33 12  3 17 10 50 39  6  1 23
  4 29 32 27  8 44 25 26 15  1 51 35 22 30 21 36 37  9 49 24  1 11 31 40
 34 46 16 45 38 18 13  1]"
5,558.1422335767077,"[ 1 47 39 10 51 35 31 50  6 13 48  1 33  3  4 37 36 21 30 22 17 12  1 19
  5 18 38 45 16 46 34 40 11  1  2 23 29 32  9 27  8 44 25  7  1 43 20 41
 42 14 26 15 24 49 28  1]"
6,562.1450687848601,"[ 1 13 18 38 45 43 20 41 42 14 26  1 33 21 37 36 30 22 17 10 50  6  1 12
  3  4 29 32 27  9 23  2 28  1 48  5 19 15 25 44  8 24 49  7  1 47 39 51
 35 31 11 40 34 46 16  1]"
7,571.0840061519255,"[ 1 28 49  9 27 32 29 23  2 33 47  1  7 24  8 44 25 15 26 14  5 19  1 39
 51 35 22 30 21 36 37  4  3  1  6 40 34 46 16 45 43 20 41 42  1 12 17 10
 31 11 50 38 18 48 13  1]"
8,542.4293606457068,"[ 1  3 30 22 17 51 35 31 10 50 39  1 48  5 43 20 41 42 14 26 15 19  1 13
 18 38 45 16 46 34 40 11  6  1 47 12 33 28 49 24  8 44 25  7  1  2 23 21
 36 37  4 29 32 27  9  1]"
9,562.1174981166695,"[ 1  2 29 32  9 27  8 44 25 24 49  1 28  7 15 26 14 42 41 20  5 19  1 12
 17 10 51 35 31 40 11 50 39  1 47  3 22 30 21 36 37  4 23 33  1 48 18 43
 45 46 34 16 38  6 13  1]"
10,553.0823643654337,"[ 1 12 35 22 30 21 36 37  4  3 33  1 48  5 18 45 43 20 41 42 14 19  1 13
 38 16 46 34 40 31 11 50  6  1  2  9 27 32 29 23 17 51 10 39  1  7 15 26
 25 44  8 24 49 28 47  1]"
11,641.9515407308436,"[ 1 48 45 43 20 41 42 14 19  1  2 23 21 30 22 17  3  1 13 38 18  5 26 15
  7  1 16 46 34 40 11 50  6  1 12 51 35 31 10 39 47  1 24 25 44  8 27 49
 28  1  9 32 29  4 37 36 33  1]"
12,541.5729986285328,"[ 1 48  5 18 16 46 34 40 11 50  6  1 47 13 38 45 43 20 41 42 14 19  1 12
 39 10 31 35 51 17  3 33 28  1 22 30 21 36 37  4 29 32 23  2  1  7 15 26
 25 44 24  8 27  9 49  1]"
13,644.1213483724819,"[ 1 33 21 36 37  4 29 23  2  1 39 17 51 22 30  3 12  1 48 43 20 41 42 14
 26  1 40 34 46 16 45 38 18  1 10 35 31 11 50  6 13  1 49  8 27 32  9 28
 47  1  5 19 15 25 44 24  7  1]"
14,552.4791492263106,"[ 1  6 11 40 34 46 16 45 38 18 13  1 33  2 23 30 22 51 35 31 50 39  1 48
  5 43 20 41 42 14 26 15 19  1 32 29  4 37 36 21  3 17 10 12  1 47 28 49
  9 27  8 44 25 24  7  1]"
15,573.8851383080486,"[ 1 28 32 29  4 37 36 21 23  2 33  1 48 18 38 16 34 46 45 43  5 19  1 20
 41 42 14 26 15 25 44 24  7  1 47 12 17 22 30  3  9 27  8 49  1 39 10 51
 35 31 40 11 50  6 13  1]"
16,598.6671274249146,"[ 1 49 24 25 44  8 27  9 32 29  3  1 47 13 48 18 41 14 19 26 15  7  1  5
 42 20 43 45 46 34 16 38  6  1 39 50 10 51 30 22 35 31 40 11  1 28  2 23
  4 37 36 21 17 12 33  1]"
17,562.3571916634683,"[ 1 24 25 44  8 27 32 29 23  9 49  1 12 39 10 51 17 22 35 31 50 47  1 18
 38 45 16 46 34 40 11  6 13  1 33  3 30 21 36 37  4  2 28  7  1 48  5 43
 20 41 42 14 26 15 19  1]"
18,645.5533421713994,"[ 1 19 14 42 41 20 43 45 38  1  2 23  4 36 21  3 33  1  6 50 11 40 31 10
 39  1 47 12 17 51 35 22 30  1 48  5 18 16 46 34 13  1  7 15 26 25 44  8
 24  1 28 49  9 27 32 29 37  1]"
19,576.5344136401371,"[ 1 38 16 45 43 20 41 42 14  5  1 47 39 10 31 35 22 51 17 12  1 28  2 29
 32 27  9 49  7  1 33  3 30 21 36 37  4 23  1  6 50 11 40 34 46 18 13  1
 24  8 44 25 15 26 19 48  1]"
20,644.2451102132106,"[ 1  2 23  9 32 29  4 36 21  3  1 12 50 10 31 35 51 22 17 33  1 13 18 43
 20 41 42 14  5  1 47 48 19 26 15 25 44 24  1 28  7 49  8 27 37 30 39  1
  6 11 40 34 46 16 45 38  1]"
