50,1561.9786021848993,Populacao Atual
50,1479.17952128768,Crossover
150,1476.7666429039198,Mutacao
200,1473.23172056929,Mutacao
250,1451.6427103679955,Mutacao
350,1422.6585863693067,Mutacao
500,1413.3082379094903,Mutacao
600,1386.1494031819025,Mutacao
750,1355.3211998158813,Mutacao
950,1344.5016778361964,Mutacao
1200,1323.261336143611,Mutacao
1300,1318.8735998580394,Mutacao
1450,1299.922658297454,Mutacao
1700,1285.375499167981,Mutacao
1750,1281.8419698899672,Mutacao
1950,1273.684121379941,Mutacao
2000,1265.8974181861633,Crossover
2100,1254.8001481354265,Mutacao
2250,1247.0417216205437,Crossover
2300,1237.2015891950252,Crossover
2350,1219.7850592050695,Crossover
2400,1204.830572864361,Crossover
2550,1186.8814587108698,Crossover
2600,1176.1727321759442,Crossover
2650,1175.6579538218477,Mutacao
2750,1157.8175137566852,Crossover
2800,1156.0848662086923,Mutacao
2900,1138.0247880269608,Mutacao
3100,1119.8579339892103,Mutacao
3150,1102.6270516904349,Mutacao
3350,1099.9970324528294,Mutacao
3500,1096.8523692345545,Mutacao
3550,1089.7490192929706,Crossover
3700,1089.31976279922,Crossover
3750,1084.9217621325702,Crossover
3750,1084.04253501913,Mutacao
3900,1074.5830515797666,Mutacao
4300,1068.6301310095319,Mutacao
4350,1066.3931695306935,Mutacao
4450,1051.6364879348955,Crossover
4600,1048.3278335576927,Crossover
4750,1048.3278335576924,Mutacao
4800,1022.5735574011185,Mutacao
5050,1013.9387090218225,Mutacao
5100,999.9399010001744,Mutacao
5250,996.9363892164769,Mutacao
5300,985.5399810431887,Mutacao
5600,983.3866651346135,Mutacao
5800,964.233302549643,Mutacao
6250,964.2333025496428,Mutacao
6350,962.6442230290315,Mutacao
6500,950.1187602236622,Mutacao
6650,950.1187602236621,Mutacao
6900,949.1337518356784,Mutacao
7000,940.767418424474,Mutacao
7150,927.9704412981438,Mutacao
7350,924.6326809625358,Mutacao
7850,916.6981290255811,Mutacao
7950,914.5417535097624,Mutacao
8250,910.9832143443089,Mutacao
8300,890.5469808832397,Mutacao
8550,889.3282530275662,Mutacao
8600,879.1076645581903,Mutacao
9000,831.4159974127908,Mutacao
9250,816.5082534534293,Mutacao
9450,808.202452433996,Mutacao
9600,799.7806867472134,Crossover
9900,797.4655801391997,Crossover
9950,775.9279703303977,Mutacao
10600,769.3089019813544,Mutacao
10750,755.1175935500507,Mutacao
11050,755.1175935500506,Mutacao
11350,751.6590395740938,Mutacao
11450,745.8466164697692,Crossover
12800,744.6278886140957,Mutacao
12850,740.4787827753731,Crossover
14600,730.9645650255171,Mutacao
14900,730.0158372038969,Mutacao
15300,730.0158372038968,Mutacao
15750,729.0756325663439,Mutacao
17850,729.0756325663436,Mutacao
18550,728.0989247484338,Mutacao
18750,726.6990920052449,Mutacao
19650,724.601081716968,Mutacao
22350,719.45032668634,Mutacao
22850,718.4736188684301,Mutacao
24000,712.6376323921351,Mutacao
26200,712.637632392135,Mutacao
27350,701.2912344575641,Mutacao
27650,701.291234457564,Mutacao
28600,697.3553614023552,Mutacao
28800,693.4745862195537,Mutacao
29500,689.0292954012785,Mutacao
34850,683.7220864299944,Mutacao
35750,680.6311121566895,Mutacao
36550,680.3431198220748,Mutacao
37850,679.1305324745507,Mutacao
39050,679.1305324745505,Mutacao
40050,674.7458034558924,Mutacao
40350,674.7458034558923,Mutacao
42800,668.3657124863446,Mutacao
42850,663.4733168921484,Mutacao
43250,661.7018924459966,Mutacao
45000,656.6901167469794,Mutacao
49800,654.5332562902037,Mutacao
58950,654.5332562902036,Mutacao
61100,652.2886779142915,Mutacao
62450,645.1419531146502,Mutacao
