50,1206.6461622990673,Populacao,two_point,inversao
50,1198.5916616207783,Crossover,two_point,inversao
85,1174.865811608526,Crossover,two_point,inversao
85,1135.0331774997978,Mutacao,two_point,inversao
120,1055.112777201148,Crossover,two_point,inversao
190,999.166912648845,Crossover,two_point,inversao
295,947.9949477707244,Crossover,two_point,inversao
435,903.0336837324134,Crossover,two_point,inversao
540,902.4926883919687,Crossover,two_point,inversao
575,896.154331324787,Crossover,two_point,inversao
575,895.8815412483553,Mutacao,two_point,inversao
715,893.7841078380652,Crossover,two_point,inversao
785,876.3767264356234,Crossover,two_point,inversao
820,833.190371662549,Crossover,two_point,inversao
995,811.6819341117098,Crossover,two_point,inversao
1065,798.3888883570991,Mutacao,two_point,inversao
1310,784.5732253617564,Mutacao,two_point,inversao
1450,757.4152888653405,Crossover,two_point,inversao
1555,752.6407972193158,Crossover,two_point,inversao
2570,746.2307398664138,Mutacao,two_point,inversao
3025,743.7142688276292,Mutacao,two_point,inversao
3130,739.0972929289205,Mutacao,two_point,inversao
3305,734.5567547924798,Crossover,two_point,inversao
4145,734.5567547924796,Mutacao,two_point,inversao
4250,734.401042897519,Mutacao,two_point,inversao
5440,710.5212363774546,Mutacao,two_point,inversao
6070,705.4546447897362,Mutacao,two_point,inversao
6210,692.6028861835244,Mutacao,two_point,inversao
6350,651.9466086864591,Mutacao,two_point,inversao
8135,651.0227912784553,Mutacao,two_point,inversao
8345,645.0095038941344,Mutacao,two_point,inversao
9325,645.0095038941342,Mutacao,two_point,inversao
9570,630.6390105999426,Mutacao,two_point,inversao
10270,630.6390105999424,Mutacao,two_point,inversao
13105,628.8391189299,Mutacao,two_point,inversao
610985,624.4047912592049,Mutacao,uniforme,scramble
787715,616.6319574860978,Crossover,OX,insercao
