150,1128.1091345706138,Populacao,two_point,swap
235,1050.2625130233791,Crossover,two_point,swap
660,1027.2094377176281,Crossover,two_point,swap
745,938.515320479359,Crossover,two_point,swap
915,910.2765367880951,Crossover,two_point,swap
1085,847.8733531832962,Crossover,two_point,swap
1255,819.6595957185507,Crossover,two_point,swap
1680,798.1689332378543,Crossover,two_point,swap
2020,782.1599409970034,Crossover,two_point,swap
2105,768.6544276891746,Crossover,two_point,swap
2190,765.5415887912109,Crossover,two_point,swap
2445,759.6488670686995,Crossover,two_point,swap
2615,758.5125631275291,Mutacao,two_point,swap
3465,754.851250510053,Mutacao,two_point,swap
4485,748.4882296542976,Mutacao,two_point,swap
4740,698.3963763191921,Mutacao,two_point,swap
20465,698.1149383786003,Mutacao,two_point,swap
21825,693.4923971623973,Mutacao,two_point,swap
22845,693.1547483433358,Mutacao,two_point,swap
23695,693.0519632260435,Mutacao,two_point,swap
23950,692.5952169552602,Mutacao,two_point,swap
25650,687.4144967761099,Mutacao,two_point,swap
26500,680.8522019111675,Mutacao,two_point,swap
27520,679.8053815802446,Mutacao,two_point,swap
31005,672.9825188361257,Mutacao,two_point,swap
424130,671.6588173193624,Mutacao,two_point,swap
