50,1515.5595882425237,Populacao,uniforme,scramble
85,1498.5066301350982,Crossover,uniforme,scramble
120,1472.374871379959,Crossover,uniforme,scramble
155,1413.9816110321544,Crossover,uniforme,scramble
435,1394.1773750015145,Crossover,uniforme,scramble
505,1387.710202401259,Crossover,uniforme,scramble
645,1377.9363704278862,Crossover,uniforme,scramble
785,1352.3953290535399,Crossover,uniforme,scramble
855,1331.0296738013708,Crossover,uniforme,scramble
1870,1304.4703807810824,Crossover,uniforme,scramble
2115,1267.7715079783902,Crossover,uniforme,scramble
2325,1262.2514841844377,Crossover,uniforme,scramble
2465,1262.1041011647237,Crossover,uniforme,scramble
2640,1238.5236944684082,Crossover,uniforme,scramble
2745,1228.3177867520114,Crossover,uniforme,scramble
2815,1221.6168427292384,Crossover,uniforme,scramble
2885,1210.6861316121367,Crossover,uniforme,scramble
2920,1210.3139016997893,Crossover,uniforme,scramble
2955,1205.4691843270753,Crossover,uniforme,scramble
3305,1195.1581982614684,Mutacao,uniforme,scramble
3655,1191.531118777661,Mutacao,uniforme,scramble
3760,1154.5154847191914,Crossover,uniforme,scramble
4425,1151.3725860994152,Crossover,uniforme,scramble
4530,1136.198030790854,Crossover,uniforme,scramble
5685,1134.533340689427,Mutacao,uniforme,scramble
6175,1123.2751326480889,Mutacao,uniforme,scramble
6665,1113.4016414182506,Mutacao,uniforme,scramble
7610,1106.2163312225243,Mutacao,uniforme,scramble
12685,1103.3699059437263,Mutacao,uniforme,scramble
13630,1094.4657238944503,Mutacao,uniforme,scramble
15240,1082.7945945765337,Mutacao,uniforme,scramble
15345,1082.4074894194978,Mutacao,uniforme,scramble
18810,1076.2548909921811,Mutacao,uniforme,scramble
19265,1069.3475776866735,Mutacao,uniforme,scramble
21750,1066.287426952741,Mutacao,uniforme,scramble
23885,1063.8965820276712,Mutacao,uniforme,scramble
27525,1057.2921904000912,Mutacao,uniforme,scramble
29485,1055.3082748024758,Mutacao,uniforme,scramble
30325,1044.3704608455291,Mutacao,uniforme,scramble
73725,1026.6615412767048,Mutacao,uniforme,scramble
76770,1024.5546551277334,Mutacao,uniforme,scramble
88285,1015.9436765437492,Mutacao,uniforme,scramble
93185,1012.6045377620537,Mutacao,uniforme,scramble
95985,1006.4624773060392,Mutacao,uniforme,scramble
96685,1005.0429287504962,Mutacao,uniforme,scramble
98680,1001.0616076157573,Mutacao,uniforme,scramble
106660,998.4756973948604,Mutacao,uniforme,scramble
111595,989.4759203862475,Mutacao,uniforme,scramble
113450,988.4638061989642,Mutacao,uniforme,scramble
114430,979.4640291903513,Mutacao,uniforme,scramble
125945,971.1166182812487,Mutacao,uniforme,scramble
130495,969.5961705229645,Mutacao,uniforme,scramble
134765,949.3783415278232,Mutacao,uniforme,scramble
137810,948.7394633562859,Mutacao,uniforme,scramble
220865,931.0276225977625,Mutacao,uniforme,scramble
228460,927.018682268824,Mutacao,uniforme,scramble
404280,911.9947920447266,Mutacao,two_point,insercao
404315,902.9992506198262,Crossover,two_point,insercao
409460,902.8778267372415,Mutacao,two_point,insercao
422515,896.9568147133223,Mutacao,two_point,insercao
449850,894.4776071062206,Mutacao,two_point,insercao
474210,892.7926854198868,Mutacao,two_point,insercao
474280,891.4841827977771,Crossover,two_point,insercao
486460,889.2675105718893,Mutacao,two_point,insercao
486635,888.9624624126445,Mutacao,two_point,insercao
487020,873.5097421415778,Crossover,two_point,insercao
505430,870.1235339343674,Mutacao,two_point,insercao
719750,868.7065475289063,Mutacao,OX,inversao
725735,865.6942731045957,Crossover,OX,inversao
726015,849.9879740200846,Crossover,OX,inversao
739665,846.2838245981942,Mutacao,OX,inversao
740680,842.1755468731507,Crossover,OX,inversao
741905,827.5275989920283,Crossover,OX,inversao
745300,825.1345987838738,Crossover,OX,inversao
746840,818.6599075689942,Crossover,OX,inversao
749080,815.6740837715014,Crossover,OX,inversao
751285,802.9581665315519,Crossover,OX,inversao
755240,790.0564614595469,Crossover,OX,inversao
764305,788.3076439654038,Crossover,OX,inversao
785200,785.9621940958759,Crossover,OX,inversao
793215,782.6980932805885,Crossover,OX,inversao
796015,774.7220175176337,Crossover,OX,inversao
812220,772.4305671060545,Crossover,OX,inversao
820655,768.1401219236407,Mutacao,OX,inversao
821390,759.3555287067269,Crossover,OX,inversao
826500,758.6215763291021,Crossover,OX,inversao
829265,754.2852655898575,Crossover,OX,inversao
832205,753.637454233476,Crossover,OX,inversao
838365,752.9789352137706,Crossover,OX,inversao
839240,749.8083686661204,Crossover,OX,inversao
843265,737.7015932240677,Crossover,OX,inversao
848095,734.8223566970123,Crossover,OX,inversao
850965,734.7693350385407,Crossover,OX,inversao
851735,733.0815962260883,Crossover,OX,inversao
855130,729.0174329644615,Crossover,OX,inversao
860240,725.1241536179483,Crossover,OX,inversao
864685,723.3833931470243,Crossover,OX,inversao
874870,704.0588752940394,Crossover,OX,inversao
877635,690.1519604074629,Crossover,OX,inversao
893630,688.9279891317618,Crossover,OX,inversao
894295,687.3411921056324,Crossover,OX,inversao
