150,1215.7570969590627,Populacao,one_point,inversao
150,1212.041222438589,Crossover,one_point,inversao
150,1200.7273050935826,Mutacao,one_point,inversao
235,1148.9905649606342,Crossover,one_point,inversao
235,1134.819068315022,Mutacao,one_point,inversao
405,1120.6386866629387,Crossover,one_point,inversao
490,1029.064061846059,Crossover,one_point,inversao
660,999.0288033715893,Crossover,one_point,inversao
830,975.7462604059056,Mutacao,one_point,inversao
1000,963.6989608050582,Crossover,one_point,inversao
1170,959.7871985609738,Crossover,one_point,inversao
1255,880.0644095445207,Crossover,one_point,inversao
1510,822.1010379850485,Crossover,one_point,inversao
1850,819.8081977556078,Mutacao,one_point,inversao
1935,818.3863362941869,Crossover,one_point,inversao
1935,817.4159770192767,Mutacao,one_point,inversao
2190,815.123136789836,Crossover,one_point,inversao
2360,756.7987861531758,Mutacao,one_point,inversao
3040,756.3685262723349,Crossover,one_point,inversao
3380,755.8782329807565,Crossover,one_point,inversao
3465,750.1889547151334,Crossover,one_point,inversao
3550,717.4665008013471,Mutacao,one_point,inversao
3805,699.8594593907336,Mutacao,one_point,inversao
3890,693.1895945419536,Crossover,one_point,inversao
4400,682.7225008460476,Mutacao,one_point,inversao
4910,673.5977662115664,Crossover,one_point,inversao
5165,673.5977662115663,Mutacao,one_point,inversao
5505,664.7971037497064,Mutacao,one_point,inversao
6015,662.7618908597092,Mutacao,one_point,inversao
6525,653.9612283978493,Crossover,one_point,inversao
7120,632.67667147936,Mutacao,one_point,inversao
7630,625.8538087352413,Mutacao,one_point,inversao
