50,1465.5182083590412,Populacao Atual
150,1430.7027405449908,Mutacao
250,1427.3902463240047,Mutacao
300,1413.4522556909074,Mutacao
350,1386.965689899808,Crossover
350,1353.3877460707208,Mutacao
450,1334.149559920203,Mutacao
550,1297.28346258702,Mutacao
600,1290.979295873705,Crossover
750,1245.282114170922,Mutacao
950,1233.512453881168,Crossover
1000,1209.012760656002,Mutacao
1050,1208.4885368158964,Mutacao
1150,1195.1218625349534,Mutacao
1400,1191.7939398826904,Mutacao
1450,1175.2057183645843,Mutacao
1500,1173.0818459626598,Mutacao
1600,1150.4391660593556,Mutacao
1950,1141.2366743161072,Mutacao
2200,1128.0188283462294,Mutacao
2300,1114.2231373216803,Mutacao
2500,1110.5101452437018,Crossover
3000,1108.5301055127936,Mutacao
3150,1105.202182860531,Mutacao
3300,1094.5956482282277,Mutacao
3500,1090.1355446540126,Mutacao
3700,1090.1355446540124,Mutacao
3850,1067.6094014343744,Mutacao
4000,1062.0338496955228,Mutacao
4350,1056.6293971016632,Mutacao
4450,1048.7619438820911,Mutacao
4750,992.5684365187378,Mutacao
5100,988.8971412968849,Mutacao
5200,968.8080384877284,Mutacao
5300,955.7416588750311,Crossover
5350,954.2408196332343,Crossover
5550,952.9530463548372,Mutacao
5600,946.7617326028428,Mutacao
5750,945.4739593244457,Crossover
5750,927.6119792336644,Mutacao
6250,909.4541737052718,Mutacao
6350,904.9702272811355,Mutacao
6500,865.7444072682256,Mutacao
6700,849.1026798299735,Mutacao
7050,846.3043312226526,Mutacao
7400,838.7360602661797,Mutacao
7500,831.1889627829712,Mutacao
7600,823.6206918264983,Crossover
9350,820.5791909222705,Mutacao
9400,819.8548704246402,Mutacao
9700,819.0276332042112,Mutacao
10400,814.2578160702673,Mutacao
10600,813.7400344763976,Mutacao
10650,773.5258297758725,Mutacao
11200,768.2647281966172,Mutacao
11300,761.0638204442452,Mutacao
12000,755.3029659809998,Mutacao
12350,751.1843440280808,Mutacao
12450,740.7229346284404,Mutacao
12600,736.7965201349369,Mutacao
12850,732.8006574692148,Mutacao
13000,727.5395558899597,Mutacao
13050,721.29241446178,Mutacao
13250,716.031312882525,Crossover
13550,710.1381090310233,Mutacao
13850,705.6793401888223,Mutacao
13900,690.0662353509529,Mutacao
14100,682.2213135995496,Mutacao
14350,682.1432775907123,Crossover
14450,680.6089692775874,Mutacao
14650,669.2194251333616,Mutacao
14900,664.7606562911606,Mutacao
15450,664.380491490563,Mutacao
16850,664.3804914905629,Mutacao
17900,659.8947904776284,Mutacao
18800,653.7827893017503,Mutacao
18950,650.4091058415685,Mutacao
19750,649.54373305801,Mutacao
22850,648.2620232170607,Mutacao
23450,635.311218380433,Mutacao
24500,635.3112183804329,Mutacao
25750,634.7488821934105,Mutacao
27550,631.323156271608,Mutacao
28200,631.3231562716079,Mutacao
33100,630.9127120158873,Mutacao
34700,624.4402696708054,Mutacao
35850,624.0738232434387,Mutacao
37050,621.5745001033222,Mutacao
37100,616.5737411470578,Mutacao
37350,614.1262869758835,Mutacao
37850,614.1262869758834,Mutacao
71250,611.6269638357669,Mutacao
