100,1143.1781155489502,Populacao,uniforme,scramble
235,1079.2052328981943,Crossover,uniforme,scramble
550,1072.327666982767,Crossover,uniforme,scramble
640,1069.0980856481726,Crossover,uniforme,scramble
685,992.0575241248075,Crossover,uniforme,scramble
820,938.6735798262715,Crossover,uniforme,scramble
1225,909.141551956047,Crossover,uniforme,scramble
1315,886.7134434809063,Crossover,uniforme,scramble
1405,880.2548782180572,Crossover,uniforme,scramble
1450,862.7463165745039,Crossover,uniforme,scramble
1540,861.9382583368463,Crossover,uniforme,scramble
1720,856.5920588254389,Crossover,uniforme,scramble
1855,851.097940789834,Crossover,uniforme,scramble
2440,842.0743470829761,Crossover,uniforme,scramble
3115,839.7067964491632,Crossover,uniforme,scramble
3205,834.2752575153106,Crossover,uniforme,scramble
3250,832.8839337050442,Crossover,uniforme,scramble
3295,810.3706842779279,Crossover,uniforme,scramble
4375,807.1312422025419,Crossover,uniforme,scramble
4465,784.1606815189093,Mutacao,uniforme,scramble
4780,780.9212394435233,Crossover,uniforme,scramble
4780,760.0272006530433,Mutacao,uniforme,scramble
6265,744.45603441926,Mutacao,uniforme,scramble
9640,744.2316300626428,Mutacao,uniforme,scramble
38035,737.3994782588079,Mutacao,uniforme,scramble
38350,685.9568969156305,Crossover,uniforme,scramble
264215,678.9836169568616,Mutacao,one_point,swap
268040,675.9674256061871,Mutacao,one_point,swap
