100,1138.3725415210647,Populacao,one_point,inversao
145,1109.4760389422322,Crossover,one_point,inversao
190,1108.001345236954,Crossover,one_point,inversao
235,1009.8516312185191,Crossover,one_point,inversao
280,1009.1942833463945,Crossover,one_point,inversao
370,1003.9106948410856,Crossover,one_point,inversao
415,924.0393159006381,Crossover,one_point,inversao
460,909.8556889571917,Crossover,one_point,inversao
505,893.4212827885017,Crossover,one_point,inversao
550,841.1221145179132,Crossover,one_point,inversao
685,795.9283990334512,Crossover,one_point,inversao
730,732.3218417041858,Crossover,one_point,inversao
820,721.1713362443132,Mutacao,one_point,inversao
1045,704.9413277437322,Crossover,one_point,inversao
1855,703.1209634767538,Mutacao,one_point,inversao
2035,697.4025092063637,Mutacao,one_point,inversao
2935,692.3359176186452,Mutacao,one_point,inversao
3970,671.2934081434502,Mutacao,one_point,inversao
5410,671.29340814345,Mutacao,one_point,inversao
5635,649.8623826893403,Mutacao,one_point,inversao
6805,649.8623826893402,Mutacao,one_point,inversao
6940,642.0899998788536,Mutacao,one_point,inversao
7795,638.4286872613775,Mutacao,one_point,inversao
9190,637.9052486165931,Mutacao,one_point,inversao
9325,636.3430302128786,Mutacao,one_point,inversao
9460,624.1177685370053,Mutacao,one_point,inversao
13240,623.9248269252173,Mutacao,one_point,inversao
14680,620.6853848498315,Mutacao,one_point,inversao
240995,617.3208464612401,Mutacao,OX,insercao
247430,616.7040524586022,Crossover,OX,insercao
248780,614.6818724388354,Crossover,OX,insercao
253730,614.6336704338815,Crossover,OX,insercao
479325,611.3236539715347,Crossover,uniforme,swap
484230,610.777749280197,Mutacao,uniforme,swap
491025,609.8539318721932,Mutacao,uniforme,swap
492150,608.0540402021509,Mutacao,uniforme,swap
