50,1275.9709659959985,Populacao Atual
50,1176.7026924608772,Crossover
100,1049.118606728989,Crossover
200,1033.806058926182,Crossover
250,1021.7685583262719,Crossover
300,988.6939633302529,Crossover
300,987.9924172608257,Mutacao
350,904.8306393713458,Crossover
400,854.2703437258415,Crossover
450,852.1685370932424,Crossover
500,843.2896800288163,Crossover
500,833.0250816716177,Mutacao
600,822.4426825736567,Mutacao
700,821.518865165653,Crossover
750,792.8296396875302,Mutacao
850,784.3412551519344,Crossover
900,783.4174377439306,Crossover
950,774.9886599197332,Crossover
1000,774.0648425117294,Crossover
1150,770.5989292661534,Mutacao
1250,766.7429514922218,Mutacao
1300,748.0178576439449,Mutacao
1450,742.9548338920232,Crossover
1500,737.9676044093538,Mutacao
1600,726.9963655101844,Mutacao
1700,694.6612145577823,Crossover
2800,681.9973029591813,Crossover
2850,664.9054135929304,Crossover
3250,643.9031685246028,Mutacao
4000,618.9446551051133,Mutacao
4550,618.9446551051132,Mutacao
